name,country_code,year,surface_temp
Iceland,ISL,1968,5.203367
Iceland,ISL,1968,-2.283982
Iceland,ISL,1968,0.02585198
Iceland,ISL,1968,-4.534614
Iceland,ISL,1969,-6.0571885
Iceland,ISL,1969,-7.828065
Iceland,ISL,1969,-4.4278092
Iceland,ISL,1969,-1.897292
Iceland,ISL,1969,1.6532911
Iceland,ISL,1969,6.3582726
Iceland,ISL,1969,6.11018
Iceland,ISL,1969,7.505363
Iceland,ISL,1969,2.191648
Iceland,ISL,1969,0.26291317
Iceland,ISL,1969,-6.6761537
Iceland,ISL,1969,-3.9458532
Iceland,ISL,1970,-3.5321689
Iceland,ISL,1970,-6.5041428
Iceland,ISL,1970,-6.389139
Iceland,ISL,1970,-2.0468326
Iceland,ISL,1970,1.8239471
Iceland,ISL,1970,5.4097247
Iceland,ISL,1970,4.634194
Iceland,ISL,1970,6.1350675
Iceland,ISL,1970,2.9391975
Iceland,ISL,1970,-1.0773832
Iceland,ISL,1970,-4.096158
Iceland,ISL,1970,-2.6095142
Iceland,ISL,1971,-8.454335
Iceland,ISL,1971,-3.207152
Iceland,ISL,1971,-2.9284396
Iceland,ISL,1971,-1.3104666
Iceland,ISL,1971,2.1110659
Iceland,ISL,1971,4.641595
Iceland,ISL,1971,7.5715313
Iceland,ISL,1971,6.1994996
Iceland,ISL,1971,3.9223628
Iceland,ISL,1971,-0.29744995
Iceland,ISL,1971,-4.425433
Iceland,ISL,1971,-4.9475355
Iceland,ISL,1972,-1.0571693
Iceland,ISL,1972,-1.495167
Iceland,ISL,1972,-1.5392487
Iceland,ISL,1972,-1.1782897
Iceland,ISL,1972,2.8355184
Iceland,ISL,1972,4.3009324
Iceland,ISL,1972,6.848962
Iceland,ISL,1972,5.7455063
Iceland,ISL,1972,4.2740655
Iceland,ISL,1972,0.34283325
Iceland,ISL,1972,-3.9597025
Iceland,ISL,1972,-2.8435485
Iceland,ISL,1973,-1.2289281
Iceland,ISL,1973,-7.091305
Iceland,ISL,1973,-2.0281265
Iceland,ISL,1973,-1.5785583
Iceland,ISL,1973,-0.086222574
Iceland,ISL,1973,2.3879044
Iceland,ISL,1973,6.4180756
Iceland,ISL,1973,6.069431
Iceland,ISL,1973,4.7229323
Iceland,ISL,1973,-0.6762301
Iceland,ISL,1973,-7.866435
Iceland,ISL,1973,-9.03865
Iceland,ISL,1974,-2.8177001
Iceland,ISL,1974,-4.237749
Iceland,ISL,1974,0.05249715
Iceland,ISL,1974,2.1038685
Iceland,ISL,1974,2.4768834
Iceland,ISL,1974,5.4533906
Iceland,ISL,1974,6.743218
Iceland,ISL,1974,5.622028
Iceland,ISL,1974,1.635452
Iceland,ISL,1974,-0.36946452
Iceland,ISL,1974,-2.2947512
Iceland,ISL,1974,-7.536384
Iceland,ISL,1975,-7.9418616
Iceland,ISL,1975,-1.1868845
Iceland,ISL,1975,-4.158108
Iceland,ISL,1975,-2.5152004
Iceland,ISL,1975,1.3371763
Iceland,ISL,1975,2.3176613
Iceland,ISL,1975,6.799033
Iceland,ISL,1975,7.184756
Iceland,ISL,1975,0.5934286
Iceland,ISL,1975,0.6464766
Iceland,ISL,1975,-3.059856
Iceland,ISL,1975,-6.072024
Iceland,ISL,1976,-7.679342
Iceland,ISL,1976,-3.0950203
Iceland,ISL,1976,-2.2342649
Iceland,ISL,1976,-1.6388264
Iceland,ISL,1976,0.19873513
Iceland,ISL,1976,4.6353307
Iceland,ISL,1976,8.252841
Iceland,ISL,1976,7.709958
Iceland,ISL,1976,5.0041428
Iceland,ISL,1976,1.5446498
Iceland,ISL,1976,-1.5974404
Iceland,ISL,1976,-6.630198
Iceland,ISL,1977,-5.983407
Iceland,ISL,1977,-5.342718
Iceland,ISL,1977,-1.7898077
Iceland,ISL,1977,-3.312416
Iceland,ISL,1977,2.0478213
Iceland,ISL,1977,5.2071767
Iceland,ISL,1977,8.273373
Iceland,ISL,1977,6.9212685
Iceland,ISL,1977,3.6102333
Iceland,ISL,1977,0.89961684
Iceland,ISL,1977,-5.7183685
Iceland,ISL,1977,-3.1846416
Iceland,ISL,1978,-6.7367306
Iceland,ISL,1978,-5.359704
Iceland,ISL,1978,-2.9171245
Iceland,ISL,1978,-0.7967414
Iceland,ISL,1978,1.7268496
Iceland,ISL,1978,3.975639
Iceland,ISL,1978,7.2151074
Iceland,ISL,1978,7.737481
Iceland,ISL,1978,3.5360405
Iceland,ISL,1978,-0.29934314
Iceland,ISL,1978,-4.7664447
Iceland,ISL,1978,-3.432793
Iceland,ISL,1979,-9.272065
Iceland,ISL,1979,-4.978631
Iceland,ISL,1979,-9.263885
Iceland,ISL,1979,-2.4333239
Iceland,ISL,1979,-3.4744887
Iceland,ISL,1979,3.8489
Iceland,ISL,1979,6.4074016
Iceland,ISL,1979,6.1435657
Iceland,ISL,1979,1.4112866
Iceland,ISL,1979,0.5788302
Iceland,ISL,1979,-3.103809
Iceland,ISL,1979,-3.5062292
Iceland,ISL,1980,-4.131723
Iceland,ISL,1980,-2.3714867
Iceland,ISL,1980,-2.5779085
Iceland,ISL,1980,0.42103863
Iceland,ISL,1980,3.385475
Iceland,ISL,1980,7.007344
Iceland,ISL,1980,8.160431
Iceland,ISL,1980,7.9399314
Iceland,ISL,1980,4.6748147
Iceland,ISL,1980,-2.463924
Iceland,ISL,1980,-3.37167
Iceland,ISL,1980,-6.0014176
Iceland,ISL,1981,-6.2582912
Iceland,ISL,1981,-5.289188
Iceland,ISL,1981,-5.018961
Iceland,ISL,1981,0.32168734
Iceland,ISL,1981,1.6666284
Iceland,ISL,1981,5.2181897
Iceland,ISL,1981,7.2885838
Iceland,ISL,1981,8.149164
Iceland,ISL,1981,3.77963
Iceland,ISL,1981,-3.0404983
Iceland,ISL,1981,-4.258021
Iceland,ISL,1981,-6.001151
Iceland,ISL,1982,-5.0165005
Iceland,ISL,1982,-1.2089034
Iceland,ISL,1982,-3.069994
Iceland,ISL,1982,-0.07616803
Iceland,ISL,1982,0.6688181
Iceland,ISL,1982,6.0765624
Iceland,ISL,1982,8.518634
Iceland,ISL,1982,6.370723
Iceland,ISL,1982,1.9884018
Iceland,ISL,1982,1.3462728
Iceland,ISL,1982,-3.9985974
Iceland,ISL,1982,-5.0080447
Iceland,ISL,1983,-6.1675014
Iceland,ISL,1983,-2.0988123
Iceland,ISL,1983,-4.015127
Iceland,ISL,1983,-4.303972
Iceland,ISL,1983,1.2572013
Iceland,ISL,1983,5.092257
Iceland,ISL,1983,7.372664
Iceland,ISL,1983,6.901186
Iceland,ISL,1983,2.9267
Iceland,ISL,1983,-0.3013014
Iceland,ISL,1983,-2.2105117
Iceland,ISL,1983,-4.3704667
Iceland,ISL,1984,-7.0986247
Iceland,ISL,1984,-2.519719
Iceland,ISL,1984,-2.0433946
Iceland,ISL,1984,0.17095228
Iceland,ISL,1984,2.4046257
Iceland,ISL,1984,7.0806003
Iceland,ISL,1984,9.766304
Iceland,ISL,1984,8.557995
Iceland,ISL,1984,4.5707107
Iceland,ISL,1984,-0.12438862
Iceland,ISL,1984,-2.373755
Iceland,ISL,1984,-2.269617
Iceland,ISL,1985,-4.4452434
Iceland,ISL,1985,-3.3468351
